shipment_id,ship_date,delivery_date,origin_region,destination_region,holiday_period
2307.0,2025-12-28,2026-01-08,East,South,Yes
2308.0,2025-09-28,2025-09-27,South,West,No
2309.0,2025-09-27,2025-09-30,South,West,No
2310.0,,,South,South,No
2311.0,2025-09-05,2025-09-08,East,East,No
2312.0,2025-10-03,2025-10-07,East,North,No
2313.0,2025-11-07,2025-11-09,North,West,No
10.0,2025-08-17,2025-08-20,South,North,No
2315.0,2025-08-14,2025-08-19,,South,No
2316.0,2025-08-31,,East,South,No
2317.0,2025-11-24,2025-12-01,East,,Yes
2318.0,2025-11-05,,South,North,No
2319.0,2025-09-06,2025-09-10,West,East,No
2320.0,2025-11-28,2025-11-30,West,South,Yes
2321.0,2025-12-20,2026-01-01,North,North,Yes
2322.0,2025-11-22,2025-11-27,South,East,Yes
2323.0,2025-09-28,2025-10-01,South,East,No
171.0,2025-09-11,2025-09-12,West,South,No
2325.0,2025-10-14,2025-10-18, north ,WEST ,No
2326.0,2025-09-06,2025-09-11,South,West,No
2327.0,2025-10-16,2025-10-18,East,North,No
2328.0,2025-08-23,2025-09-08,South,East,No
2329.0,2025-11-25,2025-12-03,North,South,Yes
2330.0,2025-10-28,2025-11-01,North,South,No
2331.0,2025-09-24,2025-09-26,West,South,No
2332.0,2025-11-21,2025-11-19,South,South,Yes
2333.0,2025-11-21,2025-11-25,North,South,Yes
2.0,2025-10-30,2025-11-04,West,West,No
2335.0,2025-08-13,2025-08-16,North,North,No
2336.0,2025-10-02,2025-09-30,West,East,No
2337.0,2025-08-21,2025-08-26,West,North,No
2338.0,2025-08-29,2025-08-30,South,South,No
2339.0,2025-10-01,2025-10-04,West,South,No
2340.0,2025-12-28,,South,East,Yes
2341.0,2025-09-06,2025-09-08,North,South,No
2342.0,2025-08-26,2025-08-31,North,East,No
,2025-09-20,2025-09-24,North,South,No
2344.0,2025-11-28,2025-12-02,South,North,Yes
2345.0,2025-11-29,2025-12-12,North,West,Yes
2346.0,2025-11-28,2025-12-01,South,South,Yes
2347.0,2025-08-15,,South,South,No
2348.0,2025-10-25,2025-10-27,EAST,WEST ,No
2349.0,2025-08-31,2025-09-02,South,West,No
2350.0,2025-12-16,2025-12-20,South,West,Yes
2351.0,2025-09-18,2025-09-19,South,North,No
2352.0,2025-09-29,2025-10-02,North,East,No
2353.0,2025-10-05,2025-10-08,North,West,No
2354.0,2025-11-08,2025-11-09,South,South,No
2355.0,2025-12-24,2026-01-06,West,South,Yes
2356.0,2025-08-16,2025-08-20,South,North,No
2357.0,2025-09-16,2025-09-19,West,South,No
2358.0,2025-11-21,2025-12-05,North,West,Yes
2359.0,2025-09-06,2025-09-08,East,West,No
2360.0,2025-11-28,2025-12-06,North,South,Yes
239.0,2025-10-30,2025-11-02,South,West,No
2362.0,2025-10-21,2025-10-26,North,East,No
2363.0,2025-08-22,2025-08-27,North,North,No
,2025-09-06,2025-09-09,West,West,No
2365.0,2025-09-19,2025-09-23,North,East,No
2366.0,2025-08-26,2025-08-27,East,South,No
2367.0,2025-11-21,2025-11-27,South,West,Yes
2368.0,2025-10-02,2025-10-05,south,east,No
2369.0,2025-11-03,2025-11-06,South,South,No
2370.0,2025-10-26,2025-10-29,North,West,No
2371.0,2025-12-16,2025-12-23,North,South,Yes
2372.0,2025-12-26,,East,West,Yes
154.0,2025-08-22,2025-08-25,West,West,No
2374.0,2025-09-06,2025-09-07,West,South,No
2375.0,2025-08-20,2025-08-24,West,North,No
2376.0,2025-09-23,2025-09-20,East,West,No
2377.0,2025-08-30,2025-09-04,North,West,No
2378.0,2025-10-28,2025-11-01,North,North,No
2379.0,2025-09-19,2025-09-24,South,West,No
2380.0,2025-09-10,2025-09-15,West,North,No
2381.0,2025-11-23,2025-11-29, north , South,Yes
2382.0,2025-10-10,2025-10-11,East,South,No
2383.0,2025-10-12,,North,North,No
2384.0,2025-09-18,,East,South,No
203.0,2025-08-14,,South,West,No
107.0,2025-12-21,2025-12-31,East,North,Yes
2387.0,2025-08-22,2025-08-23,South,East,No
2388.0,2025-11-02,2025-11-06,North,East,No
2389.0,2025-10-09,2025-10-12,South,South,No
113.0,2025-10-30,2025-11-02,North,West,No
2391.0,2025-11-06,2025-11-08,East,,No
2392.0,2025-10-22,2025-10-25,West,East,No
2393.0,2025-11-06,,South,North,No
2394.0,2025-09-19,2025-09-23,East,West,No
85.0,2025-11-25,2025-12-03,North,West,Yes
2396.0,2025-11-22,2025-12-02,South,East,Yes
2397.0,2025-12-20,2026-01-02,West,East,Yes
,2025-12-29,2026-01-04,South,South,Yes
2399.0,2025-12-19,,North,South,Yes
2400.0,2025-11-29,2025-12-12,West,West,Yes
2401.0,2025-11-05,2025-11-08,East,North,No
,2025-11-22,2025-11-30,North,South,Yes
2403.0,2025-09-12,2025-09-15,West,East,No
2404.0,2025-12-31,2026-01-05,East,North,Yes
2405.0,2025-09-27,2025-09-30,East,West,No
2406.0,2025-09-26,,East,North,No
2407.0,2025-08-21,2025-08-26,East,North,No
2408.0,2025-10-13,2025-10-12,South,South,No
2409.0,,,West,South,Yes
2410.0,2025-10-11,2025-10-14,West,West,No
2411.0,2025-11-27,2025-12-03,East,North,Yes
2412.0,2025-10-04,2025-10-06,East,East,No
2413.0,2025-11-09,2025-11-13,North,West,No
2414.0,2025-12-19,2026-01-01,West,West,Yes
2415.0,2025-08-15,,East,North,No
2416.0,2025-12-31,2026-01-08,South,South,Yes
2417.0,2025-10-18,2025-10-22,North,East,No
2418.0,2025-09-13,2025-09-17,East,West,No
2419.0,2025-10-18,2025-10-21,East,North,No
2420.0,2025-12-29,2026-01-03,South,South,Yes
2421.0,2025-08-22,2025-08-23,West,West,No
2422.0,2025-09-18,2025-09-22,East,West,No
2423.0,2025-12-19,2025-12-28,South,East,Yes
2424.0,2025-09-23,2025-09-28,South,East,No
2425.0,2025-09-21,2025-09-24,North,West,No
2426.0,2025-08-30,2025-09-02,North,West,No
2427.0,2025-10-09,2025-10-11,West,West,No
2428.0,2025-10-21,2025-10-22,EAST,north,No
2429.0,2025-12-21,2025-12-29,West,East,Yes
2430.0,2025-12-25,2026-01-01,North,East,Yes
2431.0,2025-10-22,2025-10-24,West,South,No
2432.0,2025-10-20,2025-10-25,North,East,No
173.0,2025-09-15,2025-09-20,North,East,No
2434.0,2025-12-18,,South,North,Yes
2435.0,2025-11-20,2025-11-28,South,West,Yes
2436.0,2025-11-30,2025-11-29,North,South,Yes
2437.0,,,North,West,No
2438.0,2025-11-07,2025-11-10,East,South,No
2439.0,2025-09-26,2025-09-30,South,North,No
2440.0,2025-11-09,2025-11-12,East,West,No
2441.0,2025-08-26,2025-08-28,West,North,No
2442.0,2025-12-29,2026-01-02,South,South,Yes
2443.0,2025-10-07,2025-10-11,North,West,No
2444.0,2025-11-25,2025-12-01,West,East,Yes
2445.0,2025-09-18,,West,North,No
2446.0,2025-11-27,2025-12-09,South,West,Yes
2447.0,2025-10-28,2025-11-01,North,East,No
2448.0,2025-08-15,2025-08-17,North,West,No
2449.0,2025-09-23,2025-09-28,East,North,No
2450.0,2025-09-03,2025-09-06,South,South,No
2451.0,2025-09-20,2025-09-23,East,North,No
2452.0,2025-08-17,2025-08-20,North,East,No
2453.0,2025-08-15,2025-08-19,West,East,No
2454.0,2025-11-29,2025-12-05,East,North,Yes
2455.0,2025-11-25,,North,West,Yes
2456.0,2025-11-23,2025-11-28,East,North,Yes
2457.0,2025-09-25,,North,East,No
2458.0,2025-12-22,2025-12-24,East,North,Yes
2459.0,2025-10-18,2025-10-19,West,South,No
2460.0,2025-09-06,2025-09-10,North,South,No
2461.0,2025-12-18,2025-12-15,North,South,Yes
2462.0,2025-08-14,2025-08-15,North,East,No
2463.0,2025-09-23,2025-09-24,North,South,No
2464.0,2025-09-08,2025-09-12,East,West,No
,2025-12-28,2025-12-31,East,East,Yes
2466.0,2025-08-31,2025-09-05,East,East,No
2467.0,2025-08-14,2025-08-15,East,North,No
208.0,2025-12-30,2026-01-07,South,North,Yes
2469.0,2025-10-22,2025-10-27,North,East,No
2470.0,2025-12-21,2025-12-24,,,Yes
2471.0,2025-09-13,,West,North,No
2472.0,2025-08-20,2025-08-23,South,West,No
2473.0,2025-09-21,2025-09-24,North,North,No
177.0,2025-11-20,2025-11-27,South,South,Yes
2475.0,2025-11-06,2025-11-10, north ,WEST ,No
2476.0,2025-12-20,2025-12-23,North,East,Yes
2477.0,2025-11-06,2025-11-10,East,West,No
2478.0,2025-11-22,2025-12-04,East,North,Yes
2479.0,2025-10-31,2025-11-04,West,West,No
26.0,2025-12-28,,East,South,Yes
2481.0,2025-09-01,2025-09-05,,,No
2482.0,2025-10-10,2025-10-11,South,South,No
2483.0,2025-12-25,2025-12-27,South,West,Yes
2484.0,2025-11-28,,South,South,Yes
2485.0,2025-08-14,2025-08-17,West,North,No
2486.0,2025-11-23,,West,North,Yes
2487.0,2025-11-24,2025-11-21,North,North,Yes
2488.0,2025-10-01,2025-10-05,North,East,No
,2025-12-20,,East,North,Yes
2490.0,2025-08-14,2025-08-19,South,East,No
2491.0,2025-12-24,2025-12-28,West,South,Yes
2492.0,2025-10-07,,West,East,No
2493.0,2025-11-25,2025-12-01,South,West,Yes
2494.0,2025-10-15,2025-10-16,North,South,No
2495.0,2025-10-01,2025-10-04,North,North,No
2496.0,2025-10-10,2025-10-13,West,South,No
2497.0,2025-11-28,,West,West,Yes
2498.0,2025-10-28,2025-10-30,East,South,No
2499.0,2025-10-06,2025-10-08,South,North,No
2500.0,2025-10-26,2025-10-30,South,West,No
2501.0,2025-09-18,2025-09-19,West,West,No
2502.0,2025-09-12,2025-09-13,East,East,No
2503.0,2025-10-28,2025-10-29,East,South,No
2504.0,2025-11-03,2025-11-06,South,South,No
2505.0,2025-09-18,2025-09-21,East,North,No
2506.0,2025-10-20,2025-10-24,west,north,No
2507.0,2025-11-06,2025-11-07,East,North,No
2508.0,2025-11-23,2025-11-26,East,East,Yes
2509.0,2025-12-18,2025-12-24,North,East,Yes
2510.0,2025-11-21,2025-12-01,North,North,Yes
2511.0,2025-09-06,2025-09-09,East,South,No
2512.0,2025-11-25,,North,East,Yes
2513.0,2025-11-29,2025-12-06,West,South,Yes
2514.0,2025-11-20,2025-11-25,East,West,Yes
2515.0,2025-10-02,2025-10-04,South,West,No
2516.0,2025-10-11,2025-10-15,East,North,No
2517.0,2025-12-27,2026-01-01,West,East,Yes
2518.0,2025-09-14,2025-09-15,West,West,No
2519.0,2025-11-23,2025-12-01,South,West,Yes
2520.0,2025-09-08,2025-09-10,East,East,No
,2025-09-02,2025-09-03,East,North,No
2522.0,2025-10-28,2025-10-31,West,South,No
2523.0,2025-10-12,2025-10-13,North,East,No
2524.0,2025-09-04,2025-09-08,South,West,No
2525.0,2025-09-12,2025-09-16,South,North,No
,2025-10-29,2025-10-31,South,West,No
2527.0,2025-11-24,2025-12-01,East,East,Yes
2528.0,2025-11-20,2025-11-22,west,WEST ,Yes
108.0,2025-12-20,2025-12-26,West,West,Yes
2530.0,2025-11-28,2025-12-04,North,South,Yes
2531.0,2025-08-29,2025-09-03,East,West,No
2532.0,2025-11-24,2025-12-02,South,North,Yes
2533.0,2025-08-19,2025-08-21,West,West,No
2534.0,,,North,South,No
2535.0,2025-10-02,2025-10-05,East,West,No
2536.0,2025-09-03,2025-09-04,West,South,No
2537.0,2025-08-19,2025-08-23,North,East,No
2538.0,2025-12-31,2026-01-02,West,West,Yes
2539.0,2025-12-28,,East,South,Yes
2540.0,2025-12-20,,North,East,Yes
2541.0,2025-09-01,,East,East,No
105.0,2025-12-16,2025-12-20,North,West,Yes
2543.0,2025-10-19,2025-10-23,South,West,No
2544.0,2025-10-27,2025-10-28,West,East,No
2545.0,2025-09-12,2025-09-16,South,North,No
2546.0,2025-10-07,2025-10-09,North,West,No
2547.0,2025-08-23,2025-08-28,South,South,No
2548.0,2025-12-22,2025-12-25,East,North,Yes
2549.0,2025-11-25,2025-11-27,South,North,Yes
2550.0,2025-08-26,2025-08-30,West,North,No
